Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Mode,Pass/Fail,Pass/Fail Criteria,Heat,Lot,Note,Sample Depth,Ag,Ag 2-Sigma,Al,Al 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Ba,Ba 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Ca,Ca 2-Sigma,Cd,Cd 2-Sigma,Cl,Cl 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,K,K 2-Sigma,Mg,Mg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,P,P 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,S,S 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Si,Si 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma
357,Mining,210.45,29.02,29.95,29.41,116.62,"Fri Jan 28, 2022 - 09:32:55",User,2,ppm,Mining,,,,,,EA2110_71.0_B,2.5079,1.6939,17337.1152,354.3987,1.9656,1.3926,<LOD,6.1168,349.1626,34.5751,584270.8125,1669.6036,<LOD,2.1338,227264.0469,387.4238,3.3727,2.6028,12479.7285,51.7465,<LOD,42.9296,165.071,7.8307,39.2415,5.4593,8966.2275,95.9491,<LOD,0,<LOD,3.1012,9342.2822,125.1245,4065.0293,1148.4805,<LOD,37.0631,9.0145,1.289,<LOD,1.4778,161.6663,9.7148,15846.0986,236.7719,4.577,1.5357,<LOD,2.2173,38.2739,1.8376,<LOD,0,20749.5137,77.0758,<LOD,7.1785,8.3176,1.2187,96092.4609,248.65,8.4598,4.0523,1191.41,3.4495,<LOD,0,5.3946,1.3113,1140.9304,30.9924,18.3447,2.6242,225.4641,11.4438,<LOD,0,33.6354,1.1436,149.8516,6.7791,30.0755,2.2097
358,Mining,210.41,29.99,29.85,29.6,115.42,"Fri Jan 28, 2022 - 09:37:17",User,2,ppm,Mining,,,,,,EA2110_71.3_A,3.2667,1.4489,15166.6709,293.6422,2.3029,1.1064,<LOD,5.1043,175.1065,28.409,582663.625,1454.5095,<LOD,1.7263,118117.125,293.2682,3.9433,2.2168,18331.8027,60.6035,<LOD,35.8236,120.8383,5.9826,24.1735,4.4754,7115.9639,78.8238,<LOD,0,<LOD,2.6113,7360.2192,104.8189,3718.6116,922.8636,<LOD,29.01,2.9012,1.0734,<LOD,1.2293,96.7895,7.6294,5411.2964,147.0647,<LOD,1.7737,<LOD,2.3549,33.1029,1.4659,<LOD,0,19793.9121,73.4408,<LOD,6.0592,4.5931,0.9708,219930.2812,327.6409,6.6129,3.4217,636.4987,2.2898,<LOD,0,4.4467,1.0571,976.3648,23.4537,12.8501,1.9321,123.3358,7.9245,<LOD,0,12.4563,0.842,129.7273,5.7973,21.171,1.5493
359,Mining,211.16,29.37,29.54,29.54,115.99,"Fri Jan 28, 2022 - 09:41:25",User,2,ppm,Mining,,,,,,EA2110_71.3_B,3.0394,1.4754,15030.459,290.5169,1.763,1.0946,<LOD,5.1301,175.3393,28.9972,581518.125,1445.978,<LOD,1.7753,120357.0547,300.6345,5.6087,2.2795,17431.1992,58.8839,<LOD,35.0593,126.7214,6.1357,22.0753,4.3992,7013.082,77.9866,<LOD,0,<LOD,2.5692,7365.4395,106.6999,3835.1155,918.1064,<LOD,28.6838,1.8732,1.0599,<LOD,1.2116,91.6118,7.4434,5714.9004,149.157,<LOD,1.7797,<LOD,1.9223,33.733,1.4605,<LOD,0,19307.5332,72.4147,<LOD,6.1966,4.4415,0.9652,220076.4844,326.9496,<LOD,5.1921,637.1685,2.2812,<LOD,0,3.4479,1.0554,955.9485,23.2684,11.8503,1.9094,118.5777,7.9216,<LOD,0,10.4791,0.8235,127.4337,5.7388,19.5142,1.5346
361,Mining,210.41,29.32,29.4,29.28,116.15,"Fri Jan 28, 2022 - 09:49:57",User,2,ppm,Mining,,,,,,EA2110_71.6_A,<LOD,4.6599,7783.0859,313.1784,1.5105,1.3054,<LOD,6.7338,964.1616,41.7556,553126.9375,1995.0564,<LOD,2.2112,282579.6562,417.7307,<LOD,4.1362,18285.8965,63.0648,<LOD,31.7995,71.299,7.1841,15.7014,4.8572,4223.6367,69.852,<LOD,0,<LOD,3.1454,4587.1011,95.8138,14392.5713,1543.5447,35.2642,23.771,<LOD,1.7728,<LOD,1.4432,43.9421,7.2772,32088.4824,333.3538,<LOD,2.314,<LOD,2.4441,16.1014,1.6485,<LOD,0,9728.2236,60.7097,<LOD,7.9458,18.6439,1.5158,70046.1016,222.5688,15.4876,4.5372,1406.6748,3.8391,<LOD,0,2.7803,1.2788,347.7268,30.7718,15.8683,2.7771,108.9551,9.338,<LOD,0,11.3,0.9452,69.0557,5.6927,13.9857,2.347
362,Mining,210.19,29.14,29.33,29.54,115.52,"Fri Jan 28, 2022 - 09:53:51",User,2,ppm,Mining,,,,,,EA2110_71.6_B,<LOD,4.0289,7987.5459,314.3909,<LOD,2.0934,<LOD,6.8408,956.5277,41.0468,555082.9375,1980.3917,<LOD,2.2294,279391.5312,416.5244,<LOD,4.1084,18782.2441,63.9767,<LOD,31.7796,71.0943,7.1697,16.9175,4.87,4370.9844,70.5578,<LOD,0,<LOD,3.2674,4733.9839,97.2696,14167.833,1533.0985,52.5913,24.3604,<LOD,1.7591,<LOD,1.4408,49.2827,7.3453,31070.209,329.9806,4.8077,1.6553,<LOD,2.3449,14.78,1.6239,<LOD,0,9680.3506,60.4798,<LOD,7.7916,18.1475,1.5056,71567.9609,225.1361,23.69,4.5015,1410.4082,3.8213,<LOD,0,2.2273,1.279,330.8296,31.2085,15.6904,2.764,105.5696,9.3171,<LOD,0,12.1681,0.9495,67.1641,5.6285,12.6306,2.3301
363,Mining,210.82,29.65,29.11,28.64,116.09,"Fri Jan 28, 2022 - 09:58:06",User,2,ppm,Mining,,,,,,EA2110_73.2_A,2.7151,1.7953,12739.6953,343.7694,1.5893,1.1955,<LOD,5.6524,1361.8766,42.4027,574650.8125,1862.3219,<LOD,2.1593,260355.0312,405.841,<LOD,4.0948,10261.1025,47.6367,<LOD,34.4512,63.1772,6.8124,16.5886,4.7104,5695.2329,76.9635,<LOD,0,<LOD,3.0224,7314.2798,113.0536,16035.3311,1432.6128,62.1785,23.8155,<LOD,1.7212,<LOD,1.3798,74.2441,7.7,12964.2002,220.4333,<LOD,1.9671,<LOD,2.3439,18.3543,1.5126,<LOD,0,13629.0166,64.5528,<LOD,7.6539,3.0058,1.027,82656.7734,236.3763,18.2463,4.3722,1067.7723,3.2175,<LOD,0,2.5554,1.231,786.9802,32.1852,12.5426,2.4099,75.7105,9.0847,<LOD,0,11.135,0.8981,101.9445,5.9634,18.1043,2.03
364,Mining,211.06,29.23,29.24,29.99,116.14,"Fri Jan 28, 2022 - 10:02:43",User,2,ppm,Mining,,,,,,EA2110_73.2_B,<LOD,3.885,13384.0322,357.2708,1.566,1.2495,<LOD,6.1266,1307.1422,42.8301,564961.5625,1952.4312,<LOD,2.2328,259423.2188,410.7752,<LOD,4.1282,12308.0566,51.8234,<LOD,36.3779,72.5354,7.1283,17.8946,4.8863,6009.7534,81.148,<LOD,0,<LOD,3.204,7691.6938,117.2,17405.9883,1483.5443,83.6814,25.394,<LOD,1.7596,<LOD,1.4053,75.1615,7.9656,14371.1396,231.0783,<LOD,2.0577,<LOD,2.3581,20.325,1.585,<LOD,0,14438.9521,66.7288,<LOD,7.796,2.758,1.0726,86343.3359,241.2241,19.4373,4.4632,1086.3557,3.3385,<LOD,0,2.9047,1.281,749.6074,34.5543,12.1762,2.4909,75.8197,9.4539,<LOD,0,12.1563,0.9384,103.9686,6.1783,18.8253,2.1065
365,Mining,210.98,29.79,29.64,29.02,114.03,"Fri Jan 28, 2022 - 10:07:19",User,2,ppm,Mining,,,,,,EA2110_73.5_A,2.3901,1.7031,16877.2109,360.3244,3.9052,1.2877,<LOD,5.8455,322.1985,34.6007,574537.0625,1706.2534,<LOD,2.0371,191321.1094,374.6512,<LOD,3.8437,12309.9033,53.2927,<LOD,40.8403,134.4375,7.331,40.1777,5.2908,8158.6777,89.9454,<LOD,0,<LOD,3.4719,9772.3115,130.4176,3843.2371,1141.4026,<LOD,48.7807,<LOD,1.7999,<LOD,1.4479,109.0862,8.5766,21538.3594,285.0762,<LOD,2.0232,<LOD,2.245,32.8877,1.7861,<LOD,0,18722.2559,77.9189,<LOD,7.1933,5.0518,1.1302,139731.9062,298.6531,9.9865,4.0818,1104.9377,3.2432,<LOD,0,4.107,1.2253,1059.3799,30.3264,28.8694,2.6416,104.6403,9.3501,<LOD,11.9098,30.1679,1.0778,149.7139,6.6537,46.0969,2.1608
366,Mining,211.64,29.85,29.65,29.5,116.34,"Fri Jan 28, 2022 - 10:11:14",User,2,ppm,Mining,,,,,,EA2110_73.5_B,2.8871,1.6858,17529.4023,362.2888,2.5406,1.2424,<LOD,5.7639,329.7144,34.1153,572512.5,1698.2174,<LOD,2.1066,189369.2344,364.7661,<LOD,4.6083,12430.1406,53.1649,<LOD,40.1938,137.102,7.1411,45.7246,5.3339,8364.083,89.932,<LOD,0,<LOD,3.4054,9762.8574,127.0377,4105.1753,1138.3187,<LOD,32.5128,<LOD,1.7704,<LOD,1.4188,98.4165,8.1825,21782.6914,284.8994,<LOD,2.021,<LOD,2.1721,33.918,1.7772,<LOD,0,19162.6953,78.2468,<LOD,7.0937,5.3375,1.1182,141745.0938,297.7816,12.1036,4.0299,1086.4255,3.1813,<LOD,0,2.5692,1.2186,1130.6334,29.4805,29.4011,2.6085,102.4792,9.1049,<LOD,11.3855,27.3787,1.046,160.6427,6.7201,28.8733,2.0521
367,Mining,211.54,29.85,28.88,29.59,115.96,"Fri Jan 28, 2022 - 10:15:28",User,2,ppm,Mining,,,,,,EA2110_73.8_A,3.7227,1.5442,16446.8398,319.5491,1.4654,1.2231,<LOD,5.3462,169.9136,30.1169,612012.8125,1515.7379,<LOD,1.9579,155614.25,337.0861,9.8437,2.4099,18964.3633,61.8126,<LOD,37.8773,173.4889,6.9871,45.6351,5.1158,8038.9937,83.7985,<LOD,0,<LOD,3.1546,9687.1094,122.7764,7113.146,1077.1437,<LOD,43.8484,4.6262,1.1132,<LOD,1.2594,185.7102,9.3256,4316.8853,133.1458,3.8813,1.3502,<LOD,1.9579,39.8111,1.5733,<LOD,0,27961.373,86.6496,<LOD,6.4334,8.1861,1.1232,136974.25,281.0012,<LOD,8.5716,722.3682,2.4615,<LOD,0,3.5833,1.1467,1056.6228,26.9995,12.7616,2.0271,153.6985,9.158,<LOD,11.5077,12.6065,0.8765,237.8414,7.2323,24.2958,1.6539
368,Mining,211.13,29.47,29.83,28.94,116.62,"Fri Jan 28, 2022 - 10:19:49",User,2,ppm,Mining,,,,,,EA2110_73.8_B,2.1112,1.5285,16983.0996,318.3138,1.8623,1.2371,<LOD,5.6239,206.4896,30.5921,612303.5625,1502.1497,<LOD,1.9272,156175.1094,332.8322,6.7339,2.3974,15725.1729,56.1619,<LOD,37.6561,188.3345,6.948,49.531,5.1771,8118.9097,84.18,<LOD,0,<LOD,3.1442,9603.8564,120.3405,7583.1138,1063.7267,<LOD,30.8872,5.3153,1.1151,<LOD,1.2694,173.8122,9.0866,4049.2048,128.3831,3.9204,1.3539,<LOD,1.9836,40.3395,1.5717,<LOD,0,28309.9434,86.4987,<LOD,6.5185,8.0479,1.1369,138308.9375,279.886,6.4871,3.6591,723.8253,2.4644,<LOD,0,4.9492,1.1603,1009.2592,26.2629,11.3761,2.0095,135.7691,8.6894,<LOD,11.3326,11.058,0.865,225.3229,7.0889,24.487,1.6568
370,Mining,211.38,29.83,29.51,28.93,116.55,"Fri Jan 28, 2022 - 10:28:13",User,2,ppm,Mining,,,,,,EA2110_74.1_A,1.8857,1.6547,29281.377,418.3018,6.0928,1.4956,<LOD,5.8443,298.328,33.7459,608399.1875,1590.3175,<LOD,1.9814,155373.2344,355.1786,3.9348,2.5656,9245.1914,45.3946,<LOD,56.3528,198.2081,7.7883,47.6265,5.2851,18439.2266,122.8795,<LOD,0,<LOD,2.8632,15278.6777,156.5094,4393.3325,1047.6442,29.8492,22.7529,7.9133,1.2993,<LOD,1.3826,130.01,8.8737,8066.2041,175.5626,7.9428,1.5077,<LOD,2.1715,52.8528,1.7288,<LOD,0,26215.9707,85.6051,<LOD,9.1913,9.1109,1.1706,121520.2109,273.8635,11.4106,3.9969,652.8088,2.4217,<LOD,0,4.7552,1.2022,1759.8364,33.9597,8.8671,1.9975,159.5139,10.7833,<LOD,0,12.6833,0.9449,151.4762,6.4045,232.2996,2.4867
371,Mining,210.1,29.42,28.93,28.9,115.84,"Fri Jan 28, 2022 - 10:32:08",User,2,ppm,Mining,,,,,,EA2110_74.1_B,<LOD,3.7995,29686.9961,428.8285,5.6291,1.5187,<LOD,5.8921,270.7736,33.3659,603537.1875,1650.3453,<LOD,1.9404,156970.5469,352.9263,<LOD,3.799,8577.5088,44.3193,<LOD,57.2508,199.962,7.7157,46.0827,5.3369,18287.373,124.5562,<LOD,0,<LOD,3.3546,15537.0059,155.9336,5786.3901,1092.1361,64.5518,24.2425,8.7105,1.247,<LOD,1.3621,133.5331,9.1322,9202.3574,188.6673,8.5387,1.5493,<LOD,2.1738,52.1829,1.7392,<LOD,0,26358.0059,86.5854,<LOD,7.2587,8.4969,1.2042,122339.5859,276.3183,10.1563,3.9669,671.2663,2.4966,<LOD,0,5.6145,1.2099,1766.9569,33.2544,6.4509,2.0097,167.665,10.7351,<LOD,11.5824,14.4597,0.9667,160.5719,6.6548,115.57,2.1089
372,Mining,210.93,29.86,29.74,29.64,114.69,"Fri Jan 28, 2022 - 10:36:54",User,2,ppm,Mining,,,,,,EA2110_74.4_A,<LOD,2.9474,14103.0195,313.0327,4.2966,1.2751,<LOD,6.1586,518.9465,34.2716,610845.875,1530.6006,<LOD,2.0586,199941.6406,362.4503,<LOD,4.7444,12705.8623,51.7146,<LOD,39.4637,150.7404,7.0394,54.1016,5.5607,8016.2632,88.0634,<LOD,0,<LOD,2.9284,8660.8877,116.3284,5081.7666,1088.7876,<LOD,44.4576,<LOD,2.2605,<LOD,1.3549,161.4914,9.3395,4333.7793,133.9156,<LOD,1.9827,<LOD,2.1133,37.2869,1.6735,<LOD,0,22385.4922,78.7318,<LOD,6.9324,7.584,1.1682,110771.2578,262.0582,7.0752,3.9046,936.6403,2.9496,<LOD,0,3.2863,1.2041,844.1578,26.4191,12.3503,2.2808,160.3627,9.2421,<LOD,0,17.1274,0.9635,202.7419,7.1927,35.9852,1.9681
373,Mining,210.66,29.88,29.45,29.95,114.09,"Fri Jan 28, 2022 - 10:40:56",User,2,ppm,Mining,,,,,,EA2110_74.4_B,3.0982,1.6047,14294.2119,314.5314,1.4993,1.2921,<LOD,5.8521,511.3355,33.515,610655.125,1505.0806,<LOD,2.0121,197758.3438,362.3324,3.137,2.4477,14218.5967,54.5593,<LOD,39.4121,151.2777,7.0704,46.7595,5.2872,8362.5176,87.5711,<LOD,0,<LOD,2.9867,8773.6328,117.4104,4094.311,1074.0732,<LOD,31.7387,<LOD,1.7457,<LOD,1.3337,169.2659,9.2771,4149.1123,132.0681,5.1572,1.4215,<LOD,2.0908,35.2042,1.6348,<LOD,0,22841.4297,79.7075,<LOD,8.3733,7.0627,1.1178,111587.1875,263.3574,8.8751,3.8256,940.3113,2.8846,<LOD,0,3.4178,1.1861,900.777,26.6514,15.9064,2.2792,172.7943,9.4989,<LOD,0,18.922,0.9571,202.9867,7.023,67.7505,2.0551
374,Mining,210.96,29.74,29.73,29.44,114.3,"Fri Jan 28, 2022 - 10:45:33",User,2,ppm,Mining,,,,,,EA2110_74.7_A,2.0569,1.8459,6614.814,288.553,1.4521,1.2075,<LOD,5.6925,405.9538,38.0923,572315.6875,1762.3691,<LOD,2.327,324410.2812,442.8949,<LOD,4.1333,11818.2783,50.6731,<LOD,29.1322,85.9301,7.4965,16.1404,4.8143,3450.8572,63.0428,<LOD,0,<LOD,3.1305,4352.5435,94.8588,8517.5664,1374.4086,111.0511,26.2917,<LOD,1.7242,<LOD,1.3856,43.131,7.1684,4378.3359,136.674,<LOD,1.9717,<LOD,2.3867,12.781,1.4445,<LOD,0,10360.2461,56.315,<LOD,7.8487,1.8443,1.0127,51567.793,194.4224,18.8105,4.488,1069.754,3.3133,<LOD,0,<LOD,1.8665,219.0985,27.2946,7.3745,2.4086,134.6877,9.3804,<LOD,0,<LOD,1.7341,72.3105,5.6783,11.268,2.0601
375,Mining,210.4,29.38,29.54,29.43,115.39,"Fri Jan 28, 2022 - 10:49:46",User,2,ppm,Mining,,,,,,EA2110_74.7_B,3.9091,1.8637,6384.9761,283.1682,2.052,1.2311,<LOD,5.8969,389.6044,37.6768,574649.9375,1756.5358,<LOD,2.2748,327734.6875,465.502,<LOD,4.0906,10064.6494,46.987,<LOD,29.361,78.6699,7.7493,16.0906,4.9137,3516.1594,64.709,<LOD,0,<LOD,3.2398,4208.3564,98.5942,8302.3145,1352.7324,111.7316,26.6274,<LOD,1.748,<LOD,1.4167,52.5156,7.4886,3295.7065,120.5104,<LOD,1.9836,<LOD,2.4398,13.9122,1.4784,<LOD,0,9846.2041,54.5289,<LOD,7.7616,2.4411,1.0578,49764.875,190.7619,24.7424,4.483,1070.4114,3.3731,<LOD,0,<LOD,2.4352,246.8072,28.7041,6.3454,2.4395,128.0271,9.7622,<LOD,0,2.8453,0.8503,70.8932,5.7569,11.2201,2.098
376,Mining,210.41,29.45,29.28,29.46,117.25,"Fri Jan 28, 2022 - 10:53:54",User,2,ppm,Mining,,,,,,EA2110_75.0_A,<LOD,2.7753,7167.6714,260.7071,1.408,1.1601,<LOD,5.5375,927.8452,38.749,629426.5625,1541.0505,<LOD,2.0034,260247.9219,398.9771,<LOD,3.9688,20869.6191,63.8923,<LOD,28.763,92.1347,6.8742,29.0967,5.0137,3755.4043,64.0674,<LOD,0,<LOD,3.0166,4754.4839,93.1064,6238.2241,1186.2009,187.2993,27.9041,<LOD,1.687,<LOD,1.3476,59.5337,7.3181,5074.6904,141.08,<LOD,1.9042,<LOD,2.2176,15.132,1.4613,<LOD,0,11456.3926,57.1258,<LOD,7.3636,1.7086,0.9827,48071.5664,182.5896,12.5408,4.2038,1052.9202,3.2007,<LOD,0,2.2707,1.1615,337.6988,29.1667,10.9928,2.3864,122.667,8.931,<LOD,0,5.0425,0.8384,71.9217,5.4865,7.328,1.9771
377,Mining,210.62,29.27,29.95,28.73,116.1,"Fri Jan 28, 2022 - 10:57:49",User,2,ppm,Mining,,,,,,EA2110_75.0_B,<LOD,2.5212,7547.9331,264.7039,1.1948,1.1365,<LOD,5.5304,946.0276,38.3196,628691.5625,1535.2318,<LOD,2.0147,259009.7656,413.5246,<LOD,4.7721,22316.2969,66.4586,<LOD,28.0903,79.9367,7.0957,23.3217,4.8142,3549.905,61.7973,<LOD,0,<LOD,2.8718,4867.8584,97.6726,5747.1304,1182.1927,187.3563,27.5781,<LOD,1.6697,<LOD,1.338,55.0288,7.1556,5150.8384,142.5007,<LOD,1.8781,<LOD,2.2357,16.1452,1.4432,<LOD,0,11642.8838,57.8055,<LOD,7.284,1.9058,0.9806,48579.7539,184.2632,19.5494,4.1805,1048.9834,3.1614,<LOD,0,<LOD,2.8409,297.0311,33.0137,9.0813,2.3297,123.3814,9.5955,<LOD,0,5.2385,0.8329,74.2788,5.462,7.5202,1.9518
378,Mining,210.76,29.23,29.35,29.01,115.68,"Fri Jan 28, 2022 - 11:03:28",User,2,ppm,Mining,,,,,,EA2110_75.3_A,<LOD,3.903,9521.6025,348.4961,2.25,1.3595,<LOD,6.2643,1256.4835,45.0918,537516.1875,2045.1091,<LOD,2.4987,299871.125,433.6958,<LOD,4.305,16951.541,63.1203,<LOD,32.1318,63.4707,7.7721,19.7554,5.1578,4126.062,71.2944,<LOD,0,<LOD,3.5675,4991.5088,102.5913,2762.5576,1486.2887,36.5238,24.7343,<LOD,1.9148,<LOD,1.589,33.7222,7.2431,67149.9141,468.9733,<LOD,2.2202,<LOD,2.5434,11.9195,1.8536,<LOD,0,8240.3633,67.1936,<LOD,8.303,2.0819,1.0959,45083.6406,188.4111,19.0154,4.7542,1770.2762,4.4354,<LOD,0,<LOD,3.019,329.8599,41.5467,31.9775,3.2961,94.0501,10.6045,<LOD,0,20.6322,1.0731,70.6989,5.9779,22.8725,2.7105
379,Mining,210.75,29.95,29.3,29.27,116.51,"Fri Jan 28, 2022 - 11:08:27",User,2,ppm,Mining,,,,,,EA2110_75.3_B,2.3757,1.9419,10044.5605,354.2049,2.0716,1.3494,<LOD,6.3707,1306.615,45.2461,530584.625,2060.5027,<LOD,2.3539,303795.3125,438.3761,<LOD,4.2887,17247.0703,63.4254,<LOD,31.2629,59.8675,7.6699,15.8906,4.9974,3926.8711,69.0714,<LOD,0,<LOD,3.5004,5037.2578,103.8343,3674.5366,1507.9597,<LOD,59.7812,<LOD,1.8915,<LOD,1.561,31.2747,7.1048,67364.4922,467.4362,<LOD,2.2229,<LOD,3.3131,14.3768,1.8376,<LOD,0,8217.2109,66.8296,<LOD,8.2971,2.8035,1.1194,46254.9414,189.7315,33.2601,4.8092,1770.4387,4.4,<LOD,0,<LOD,3.0079,379.3225,39.6003,27.9179,3.2203,99.8716,10.5297,<LOD,0,18.8889,1.0523,63.305,5.7852,24.7868,2.6936
381,Mining,210.37,29.09,29.65,28.6,115.73,"Fri Jan 28, 2022 - 11:16:56",User,2,ppm,Mining,,,,,,EA2110_75.4_A,<LOD,2.3012,14461.8682,292.8669,<LOD,2.855,<LOD,5.503,809.8466,34.7834,668595.25,1384.0729,<LOD,1.8608,182367,348.861,<LOD,5.233,25111.3828,68.831,<LOD,37.3264,137.4927,6.6152,35.1896,4.909,7497.4551,82.8756,<LOD,0,<LOD,2.6734,9035.1211,116.1883,4494.9224,1028.3484,<LOD,39.7026,<LOD,1.6557,<LOD,1.2938,102.2246,7.9624,4191.5356,127.8261,4.6206,1.3712,<LOD,2.2663,34.7653,1.5626,<LOD,0,18476.5625,69.6082,<LOD,6.7559,6.1679,1.0655,62749.5703,201.3148,<LOD,9.238,761.6497,2.5779,<LOD,0,3.705,1.1221,791.8647,27.592,13.2405,2.0976,120.322,8.5357,<LOD,0,16.0876,0.9184,161.2575,6.4229,20.8888,1.7062
382,Mining,210.48,29.45,28.96,29.13,116.43,"Fri Jan 28, 2022 - 11:20:53",User,2,ppm,Mining,,,,,,EA2110_75.4_B,<LOD,2.908,14889.8457,296.293,<LOD,2.4268,<LOD,5.4444,617.9872,33.8489,664605.625,1384.8204,<LOD,1.866,181882.4531,349.3292,<LOD,3.6814,27085.5352,71.4555,<LOD,37.1582,129.7019,6.5476,34.5053,4.8596,7580.3643,83.1155,<LOD,0,<LOD,3.1109,9262.9102,117.6852,3675.406,1020.6314,<LOD,31.5814,<LOD,1.651,<LOD,1.3033,88.3595,7.6516,4026.3416,124.9677,4.7274,1.3771,<LOD,2.0825,34.1055,1.5646,<LOD,0,19073.7188,70.5919,<LOD,6.7129,5.4813,1.0714,65107.957,204.2327,<LOD,5.6736,767.3024,2.5821,<LOD,0,4.3181,1.1355,770.5264,26.8814,14.7603,2.1257,133.7069,8.6459,<LOD,10.5372,17.2815,0.9254,166.1292,6.4929,20.8502,1.7077
383,Mining,211.21,29.33,28.84,29.5,116.87,"Fri Jan 28, 2022 - 11:24:58",User,2,ppm,Mining,,,,,,EA2110_75.6_A,<LOD,2.4012,8142.1279,259.4579,1.3151,1.1613,<LOD,5.496,855.0209,36.8702,642007.8125,1476.3892,<LOD,2.0168,202440.6406,365.7204,<LOD,3.7131,32538.1367,80.2246,<LOD,32.1727,70.1957,6.1709,5.3315,4.3657,4676.2598,70.7451,<LOD,0,<LOD,2.8573,5014.3403,93.7913,2628.1101,1085.5375,<LOD,53.6265,<LOD,1.6758,<LOD,1.3487,49.1604,7.1399,8738.3994,180.5274,<LOD,1.9059,<LOD,2.2069,22.8993,1.4984,<LOD,0,18283.0781,71.4578,<LOD,7.1329,1.8762,0.9813,73084.0859,218.7833,16.0854,4.0489,858.6219,2.8881,<LOD,0,3.1549,1.1814,375.469,27.3053,9.1454,2.2178,94.4573,7.973,<LOD,0,10.6505,0.8956,64.2784,5.3116,9.4276,1.8259
384,Mining,210.35,29.34,29.96,29.33,115.79,"Fri Jan 28, 2022 - 11:29:06",User,2,ppm,Mining,,,,,,EA2110_75.6_B,<LOD,2.4271,8635.9365,271.4552,<LOD,2.7752,<LOD,5.2864,820.5417,36.6572,632516.625,1521.5769,<LOD,1.9565,205684.1719,377.3891,<LOD,3.8079,33459.2266,82.4154,<LOD,30.0647,71.8814,6.5012,9.6464,4.3552,4568.7061,67.9281,<LOD,0,<LOD,2.8916,4968.1045,96.2526,4203.2935,1144.858,<LOD,42.8791,<LOD,1.6119,<LOD,1.2922,47.0202,6.7845,9204.1738,186.6271,<LOD,1.8659,<LOD,2.1605,22.2642,1.4635,<LOD,0,19052.0566,73.6237,<LOD,7.11,2.2506,0.9603,75230.7344,223.6643,15.8415,4.0494,887.6354,2.851,<LOD,0,2.978,1.1437,393.9556,30.1877,10.5103,2.1956,103.7649,8.6723,<LOD,0,12.3389,0.8841,68.4517,5.2381,7.9522,1.7889
385,Mining,210,29.59,29.15,29.35,116.29,"Fri Jan 28, 2022 - 11:33:44",User,2,ppm,Mining,,,,,,EA2110_75.9_A,<LOD,2.4753,15162.7646,278.0211,3.8789,1.1827,<LOD,5.0582,217.9497,30.4225,703533.125,1262.4498,<LOD,1.8891,136092.5938,320.2875,5.1,2.3622,25200.377,67.9968,<LOD,38.8506,116.4794,6.0605,25.5197,4.5288,8847.2324,86.2663,<LOD,0,<LOD,2.7169,9288.29,118.4804,3399.9231,928.1828,<LOD,30.6892,2.2232,1.1008,<LOD,1.2304,103.6876,7.7662,2102.3696,93.7911,<LOD,1.8368,<LOD,2.0085,42.6782,1.6197,<LOD,0,27034.4785,81.6738,<LOD,6.4505,5.8705,1.0038,66766.1875,203.5535,8.1072,3.6435,839.9198,2.6102,<LOD,0,3.7955,1.1231,903.1245,23.6716,16.0326,2.119,154.2182,8.4655,<LOD,0,<LOD,1.1452,100.5811,5.3788,23.7398,1.7172
386,Mining,211.08,29.33,28.89,29.99,117.08,"Fri Jan 28, 2022 - 11:37:47",User,2,ppm,Mining,,,,,,EA2110_75.9_B,<LOD,3.0687,16209.1895,275.9853,1.7496,1.2293,<LOD,5.4326,231.9657,30.8677,703989,1252.0741,<LOD,1.8503,131740.9531,315.3354,3.9289,2.3788,26924.6504,68.9966,<LOD,40.0622,153.0446,6.2867,25.5806,4.5863,9378.8125,89.5005,<LOD,0,<LOD,2.6814,9400.9814,118.0937,3498.3733,910.3992,<LOD,31.3196,<LOD,2.3841,<LOD,1.2424,116.4132,8.0666,2543.5627,99.692,4.2629,1.3353,<LOD,2.0252,42.4256,1.631,<LOD,0,26926.4316,80.0857,<LOD,6.5373,6.1463,1.0436,66703.5312,199.5723,<LOD,7.407,848.4339,2.652,<LOD,0,4.5572,1.1325,950.3555,23.504,15.075,2.1331,159.2407,8.4719,<LOD,0,1.4023,0.7938,94.7114,5.3401,25.2295,1.7485
